Temps;EA1
0;3.41648563044146
0.02;3.33882311126217
0.04;3.25561326928437
0.06;3.16685610450804
0.08;3.0725516169332
0.1;2.96715248376131
0.12;2.85065870499238
0.14;2.73971224902198
0.16;2.62321847025305
0.18;2.51227201428264
0.2;2.39577823551372
0.22;2.28483177954331
0.24;2.17943264637142
0.26;2.0629388676025
0.28;1.96308705722913
0.3;1.86878256965429
0.32;1.77447808207944
0.34;1.69681556290016
0.36;1.61360572092235
0.38;1.53594320174307
0.4;1.46937532816082
0.42;1.40280745457858
0.44;1.34733422659338
0.46;1.31405028980225
0.48;1.26967170741409
0.5;1.24193509342149
0.52;1.22529312502593
0.54;1.21419847942889
0.56;1.21419847942889
0.58;1.21419847942889
0.6;1.22529312502593
0.62;1.25302973901853
0.64;1.27521903021261
0.66;1.31959761260077
0.68;1.35842887219042
0.7;1.41390210017562
0.72;1.47492265095934
0.74;1.54703784734011
0.76;1.61360572092235
0.78;1.69681556290016
0.8;1.78557272767648
0.82;1.87432989245281
0.84;1.97418170282617
0.86;2.07403351319954
0.88;2.19052729196846
0.9;2.29592642514035
0.92;2.41242020390928
0.94;2.52336665987968
0.96;2.63431311585009
0.98;2.7452595718205
1;2.8562060277909
1.02;2.96715248376131
1.04;3.07809893973172
1.06;3.16685610450804
1.08;3.25561326928437
1.1;3.33882311126217
1.12;3.41093830764294
1.14;3.48860082682222
1.16;3.54407405480742
1.18;3.61064192838967
1.2;3.65502051077783
1.22;3.69385177036747
1.24;3.72158838436007
1.26;3.74932499835268
1.28;3.76596696674824
1.3;3.77706161234528
1.32;3.77706161234528
1.34;3.76596696674824
1.36;3.7548723211512
1.38;3.7271357071586
1.4;3.69939909316599
1.42;3.66056783357635
1.44;3.61064192838967
1.46;3.55516870040447
1.48;3.49414814962074
1.5;3.42203295323998
1.52;3.34991775685921
1.54;3.26670791488141
1.56;3.17795075010508
1.58;3.07809893973172
1.6;2.97824712935835
1.62;2.87284799618646
1.64;2.76744886301458
1.66;2.65095508424565
1.68;2.53446130547673
1.7;2.42906217230484
1.72;2.31811571633443
1.74;2.20716926036403
1.76;2.09622280439362
1.78;1.99637099402025
1.8;1.89651918364689
1.82;1.80776201887056
1.84;1.71900485409424
1.86;1.64688965771347
1.88;1.56367981573567
1.9;1.50265926495194
1.92;1.43054406857118
1.94;1.38616548618302
1.96;1.34178690379485
1.98;1.30295564420521
2;1.27521903021261
2.02;1.25302973901853
2.04;1.24193509342149
2.06;1.23638777062297
2.08;1.24193509342149
2.1;1.24748241622001
2.12;1.26412438461557
2.14;1.29740832140669
2.16;1.33623958099633
2.18;1.3806181633845
2.2;1.43054406857118
2.22;1.49711194215342
2.24;1.56367981573567
2.26;1.63579501211643
2.28;1.71345753129572
2.3;1.80221469607204
2.32;1.88542453804985
2.34;1.97972902562469
2.36;2.08512815879658
2.38;2.20162193756551
2.4;2.30147374793887
2.42;2.4179675267078
2.44;2.51781933708116
2.46;2.63431311585009
2.48;2.7452595718205
2.5;2.85065870499238
2.52;2.95605783816427
2.54;3.06145697133616
2.56;3.155761458911
2.58;3.24451862368733
2.6;3.32772846566513
2.62;3.3998436620459
2.64;3.46641153562814
2.66;3.53297940921038
2.68;3.59399995999411
2.7;3.63837854238227
2.72;3.67720980197191
2.74;3.71049373876303
2.76;3.7271357071586
2.78;3.74377767555416
2.8;3.7548723211512
2.82;3.7548723211512
2.84;3.74377767555416
2.86;3.7271357071586
2.88;3.69939909316599
2.9;3.67166247917339
2.92;3.62173657398671
2.94;3.58290531439707
2.96;3.52188476361334
2.98;3.4553168900311
3;3.38874901644886
3.02;3.31108649726957
3.04;3.23342397809029
3.06;3.13911949051544
3.08;3.0448150029406
3.1;2.95051051536575
3.12;2.83401673659682
3.14;2.72307028062642
3.16;2.62321847025305
3.18;2.50672469148412
3.2;2.40132555831224
3.22;2.29037910234183
3.24;2.17943264637142
3.26;2.07403351319954
3.28;1.97418170282617
3.3;1.87987721525133
3.32;1.791120050475
3.34;1.71345753129572
3.36;1.63024768931791
3.38;1.56367981573567
3.4;1.49711194215342
3.42;1.4360913913697
3.44;1.38616548618302
3.46;1.34733422659338
3.48;1.31405028980225
3.5;1.28631367580965
3.52;1.26967170741409
3.54;1.26412438461557
3.56;1.25857706181705
3.58;1.26967170741409
3.6;1.28631367580965
3.62;1.31405028980225
3.64;1.33623958099633
3.66;1.3806181633845
3.68;1.43054406857118
3.7;1.48601729655638
3.72;1.54149052454159
3.74;1.61360572092235
3.76;1.69126824010164
3.78;1.76893075928092
3.8;1.85768792405725
3.82;1.94644508883357
3.84;2.04629689920694
3.86;2.15169603237882
3.88;2.26264248834923
3.9;2.36249429872259
3.92;2.473440754693
3.94;2.57883988786489
3.96;2.68978634383529
3.98;2.8007327998057
4;2.91167925577611
4.02;3.01153106614947
4.04;3.10583555372432
4.06;3.18904539570212
4.08;3.27780256047845
4.1;3.36101240245625
4.12;3.4275802760385
4.14;3.48860082682222
4.16;3.54407405480742
4.18;3.59954728279263
4.2;3.64392586518079
4.22;3.67166247917339
4.24;3.69939909316599
4.26;3.72158838436007
4.28;3.7271357071586
4.3;3.73268302995712
4.32;3.7271357071586
4.34;3.71604106156155
4.36;3.68830444756895
4.38;3.65502051077783
4.4;3.62728389678523
4.42;3.57181066880003
4.44;3.52188476361334
4.46;3.46086421282962
4.48;3.39429633924738
4.5;3.32218114286661
4.52;3.23897130088881
4.54;3.155761458911
4.56;3.06145697133616
4.58;2.96715248376131
4.6;2.8562060277909
4.62;2.7452595718205
4.64;2.63986043864861
4.66;2.53446130547673
4.68;2.42351484950632
4.7;2.31811571633443
4.72;2.21271658316255
4.74;2.10177012719214
4.76;2.00191831681877
4.78;1.90761382924393
4.8;1.8188566644676
4.82;1.7356468224898
4.84;1.65798430331051
4.86;1.59696375252679
4.88;1.53039587894455
4.9;1.46937532816082
4.92;1.41944942297414
4.94;1.37507084058598
4.96;1.34178690379485
4.98;1.31405028980225
5;1.29740832140669
5.02;1.28631367580965
5.04;1.28631367580965
5.06;1.29186099860817
5.08;1.30295564420521
5.1;1.33069225819781
5.12;1.35842887219042
5.14;1.39171280898154
5.16;1.44163871416822
5.18;1.49711194215342
5.2;1.55813249293715
5.22;1.61915304372087
5.24;1.70236288569868
5.26;1.77447808207944
5.28;1.86323524685577
5.3;1.95753973443061
5.32;2.04629689920694
5.34;2.1461487095803
5.36;2.25709516555071
5.38;2.36249429872259
5.4;2.46789343189448
5.42;2.57883988786489
5.44;2.68423902103677
5.46;2.78963815420866
5.48;2.90058461017907
5.5;3.00043642055243
5.52;3.09474090812728
5.54;3.1834980729036
5.56;3.26116059208289
5.58;3.34437043406069
5.6;3.41093830764294
5.62;3.47195885842666
5.64;3.52743208641186
5.66;3.57181066880003
5.68;3.62728389678523
