Temps;EA1
0;2.77854350861162
0.02;2.71197563502938
0.04;2.63431311585009
0.06;2.56774524226785
0.08;2.49563004588708
0.1;2.42351484950632
0.12;2.34585233032703
0.14;2.27373713394627
0.16;2.21271658316255
0.18;2.13505406398326
0.2;2.07403351319954
0.22;2.01856028521433
0.24;1.96863438002765
0.26;1.91316115204245
0.28;1.87432989245281
0.3;1.83549863286316
0.32;1.80221469607204
0.34;1.77447808207944
0.36;1.74674146808684
0.38;1.74119414528832
0.4;1.7356468224898
0.42;1.73009949969128
0.44;1.7356468224898
0.46;1.74674146808684
0.48;1.7633834364824
0.5;1.78557272767648
0.52;1.81330934166908
0.54;1.8465932784602
0.56;1.89097186084837
0.58;1.94089776603505
0.6;1.98527634842321
0.62;2.04074957640842
0.64;2.09622280439362
0.66;2.1738853235729
0.68;2.23490587435663
0.7;2.30702107073739
0.72;2.37358894431964
0.74;2.45125146349892
0.76;2.51781933708116
0.78;2.59548185626045
0.8;2.66204972984269
0.82;2.73416492622346
0.84;2.80628012260422
0.86;2.87839531898499
0.88;2.94496319256723
0.9;2.99488909775391
0.92;3.05036232573912
0.94;3.09474090812728
0.96;3.13911949051544
0.98;3.17795075010508
1;3.20568736409768
1.02;3.23342397809029
1.04;3.25561326928437
1.06;3.26670791488141
1.08;3.27225523767993
1.1;3.26670791488141
1.12;3.26116059208289
1.14;3.25561326928437
1.16;3.23342397809029
1.18;3.20014004129916
1.2;3.1834980729036
1.22;3.14466681331396
1.24;3.1002882309258
1.26;3.05036232573912
1.28;3.00043642055243
1.3;2.94496319256723
1.32;2.88394264178351
1.34;2.81182744540274
1.36;2.7452595718205
1.38;2.66759705264121
1.4;2.60102917905897
1.42;2.5289139826782
1.44;2.46234610909596
1.46;2.3902309127152
1.48;2.31811571633443
1.5;2.25154784275219
1.52;2.18497996916994
1.54;2.1184120955877
1.56;2.05739154480398
1.58;1.99637099402025
1.6;1.95753973443061
1.62;1.90761382924393
1.64;1.86323524685577
1.66;1.82995131006464
1.68;1.80221469607204
1.7;1.77447808207944
1.72;1.75783611368388
1.74;1.74119414528832
1.76;1.74674146808684
1.78;1.74119414528832
1.8;1.75228879088536
1.82;1.76893075928092
1.84;1.791120050475
1.86;1.81330934166908
1.88;1.84104595566168
1.9;1.88542453804985
1.92;1.92425579763949
1.94;1.96863438002765
1.96;2.02410760801286
1.98;2.07403351319954
2;2.14060138678178
2.02;2.21271658316255
2.04;2.27373713394627
2.06;2.34585233032703
2.08;2.4179675267078
2.1;2.49008272308856
2.12;2.55665059667081
2.14;2.62321847025305
2.16;2.70088098943234
2.18;2.76744886301458
2.2;2.8284694137983
2.22;2.90613193297759
2.24;2.96160516096279
2.26;3.01707838894799
2.28;3.06145697133616
2.3;3.11138287652284
2.32;3.15021413611248
2.34;3.1834980729036
2.36;3.20568736409768
2.38;3.23342397809029
2.4;3.25006594648585
2.42;3.25561326928437
2.44;3.25561326928437
2.46;3.25561326928437
2.48;3.24451862368733
2.5;3.22787665529177
2.52;3.2112346868962
2.54;3.1834980729036
2.56;3.15021413611248
2.58;3.11138287652284
2.6;3.06700429413468
2.62;3.01707838894799
2.64;2.96160516096279
2.66;2.90058461017907
2.68;2.83401673659682
2.7;2.7729961858131
2.72;2.70088098943234
2.74;2.63431311585009
2.76;2.56219791946933
2.78;2.49008272308856
2.8;2.4179675267078
2.82;2.35139965312555
2.84;2.28483177954331
2.86;2.21271658316255
2.88;2.1461487095803
2.9;2.08512815879658
2.92;2.02410760801286
2.94;1.97418170282617
2.96;1.92980312043801
2.98;1.88542453804985
3;1.85768792405725
3.02;1.81330934166908
3.04;1.79666737327352
3.06;1.78002540487796
3.08;1.7633834364824
3.1;1.75783611368388
3.12;1.75228879088536
3.14;1.7633834364824
3.16;1.76893075928092
3.18;1.78557272767648
3.2;1.81330934166908
3.22;1.8465932784602
3.24;1.87432989245281
3.26;1.91316115204245
3.28;1.96308705722913
3.3;2.00746563961729
3.32;2.0629388676025
3.34;2.1184120955877
3.36;2.19052729196846
3.38;2.25709516555071
3.4;2.32921036193147
3.42;2.3902309127152
3.44;2.46234610909596
3.46;2.54000862827525
